Transaction_ID,Product_ID,Product _Name,Category,Price,Quantity_Sold,Customer_Age,Customer_Gender,Transaction_Date,Payment_Method,Discount,Region,Membership Status,Order_month,Order_duration,Profit_Margin
146,4,Smartwatch,Electronics,564.39,1,21,Female,20 December 2023,PayPal,0.21,North America,Premium,,,
147,5,Tablet,Electronics,936.78,5,18,Female,08 May 2023,PayPal,0.15,Africa,Regular,,,
148,3,Headphones,Accessories,857.59,3,48,Female,19 February 2023,PayPal,0,Asia,Regular,,,
149,3,Headphones,Accessories,695.53,4,25,Female,27 February 2023,Debit Card,0.14,South America,Premium,,,
150,5,Tablet,Electronics,608.83,4,32,Female,29 September 2023,PayPal,0.1,South America,Premium,,,
151,3,Headphones,Accessories,977.75,4,50,Male,12 May 2023,PayPal,0.04,South America,Regular,,,
152,4,Smartwatch,Electronics,125.89,1,56,Female,21 February 2023,PayPal,0.15,Africa,Premium,,,
153,2,Smartphone,Electronics,879.13,5,58,Female,29 October 2023,Bank Transfer,0.03,South America,Regular,,,
154,1,Laptop,Electronics,586.3,5,35,Female,11 March 2023,Bank Transfer,0.25,North America,Regular,,,
155,1,Laptop,Electronics,847.23,2,29,Male,05 June 2023,Credit Card,0.13,Asia,Regular,,,
156,4,Smartwatch,Electronics,1069.64,5,28,Female,31 March 2023,Credit Card,0.13,Africa,Premium,,,
157,4,Smartwatch,Electronics,929.62,1,63,Female,03 November 2023,PayPal,0.1,Asia,Premium,,,
158,3,Headphones,Accessories,613.22,1,49,Male,28 March 2023,Bank Transfer,0.13,South America,Premium,,,
159,2,Smartphone,Electronics,837.8,4,26,Female,10 March 2023,Credit Card,0.04,Asia,Premium,,,
160,2,Smartphone,Electronics,419.96,1,24,Female,21 April 2023,Credit Card,0.02,South America,Regular,,,
161,4,Smartwatch,Electronics,1071.53,1,47,Male,02 May 2023,Debit Card,0.08,Europe,Regular,,,
162,3,Headphones,Accessories,1245.92,4,56,Female,18 December 2023,Credit Card,0.17,Europe,Premium,,,
163,1,Laptop,Electronics,832.93,4,48,Female,02 November 2023,Bank Transfer,0.01,Asia,Regular,,,
164,1,Laptop,Electronics,836.34,5,20,Female,12 January 2023,Debit Card,0.25,Africa,Regular,,,
165,5,Tablet,Electronics,705.66,5,40,Female,14 October 2023,Credit Card,0.15,North America,Premium,,,
166,3,Headphones,Accessories,540.34,3,18,Male,28 March 2023,Credit Card,0.23,Asia,Premium,,,
167,2,Smartphone,Electronics,1087.32,5,37,Male,22 September 2023,Debit Card,0.25,Africa,Regular,,,
168,2,Smartphone,Electronics,743.94,4,59,Male,27 July 2023,Debit Card,0.13,North America,Premium,,,
169,2,Smartphone,Electronics,1355.49,2,54,Female,17 March 2023,Credit Card,0.18,Europe,Regular,,,
170,4,Smartwatch,Electronics,1455.95,4,26,Male,04 April 2023,Bank Transfer,0.01,North America,Premium,,,
171,5,Tablet,Electronics,427.81,3,62,Female,03 December 2023,Credit Card,0.12,North America,Regular,,,
172,3,Headphones,Accessories,324.94,3,35,Male,11 January 2023,Bank Transfer,0.2,Africa,Regular,,,
173,2,Smartphone,Electronics,100.21,4,50,Male,27 April 2023,PayPal,0.05,Europe,Premium,,,
174,1,Laptop,Electronics,305.21,2,54,Female,28 May 2023,Debit Card,0.05,North America,Premium,,,
175,3,Headphones,Accessories,441.07,4,31,Male,16 June 2023,PayPal,0.06,Africa,Premium,,,
176,5,Tablet,Electronics,853.08,2,39,Female,15 June 2023,PayPal,0.18,Europe,Premium,,,
177,3,Headphones,Accessories,929.74,4,36,Male,08 October 2023,Bank Transfer,0.1,Europe,Premium,,,
178,4,Smartwatch,Electronics,1195.24,1,49,Male,23 September 2023,Bank Transfer,0.25,Africa,Regular,,,
179,5,Tablet,Electronics,97.25,2,63,Female,17 January 2023,Bank Transfer,0.29,Asia,Regular,,,
180,2,Smartphone,Electronics,1440.5,3,60,Male,24 January 2023,Debit Card,0.16,Africa,Premium,,,
181,4,Smartwatch,Electronics,388.19,1,23,Male,03 December 2023,Debit Card,0.06,Africa,Premium,,,
182,3,Headphones,Accessories,857.85,1,26,Female,18 March 2023,PayPal,0.05,North America,Regular,,,
183,3,Headphones,Accessories,567.5,1,48,Male,08 May 2023,Credit Card,0.07,Asia,Regular,,,
184,5,Tablet,Electronics,1194.6,1,65,Male,30 November 2023,Bank Transfer,0.27,Europe,Regular,,,
185,5,Tablet,Electronics,1002.85,3,56,Male,13 February 2023,PayPal,0.17,Africa,Premium,,,
186,3,Headphones,Accessories,236.22,5,21,Male,05 October 2023,Bank Transfer,0.3,Asia,Premium,,,
187,4,Smartwatch,Electronics,681.77,5,36,Male,15 February 2023,Debit Card,0.17,South America,Premium,,,
188,3,Headphones,Accessories,1040.5,1,26,Female,13 August 2023,Credit Card,0.29,Africa,Regular,,,
189,3,Headphones,Accessories,568.01,2,19,Female,24 January 2023,Credit Card,0.02,South America,Premium,,,
190,5,Tablet,Electronics,1155.94,2,22,Female,09 June 2023,Credit Card,0.15,Asia,Regular,,,
191,4,Smartwatch,Electronics,518.13,3,30,Male,19 May 2023,Credit Card,0.06,Asia,Premium,,,
192,5,Tablet,Electronics,182.95,4,42,Female,17 December 2023,Bank Transfer,0.14,North America,Regular,,,
193,2,Smartphone,Electronics,476.05,2,25,Female,07 September 2023,Bank Transfer,0.25,Asia,Regular,,,
194,1,Laptop,Electronics,905.49,1,40,Male,04 July 2023,Debit Card,0.01,Africa,Regular,,,
195,2,Smartphone,Electronics,231.22,5,18,Female,08 October 2023,PayPal,0.09,Europe,Premium,,,
196,5,Tablet,Electronics,1231.75,5,22,Male,06 March 2023,PayPal,0.07,Europe,Premium,,,
197,4,Smartwatch,Electronics,909.53,2,55,Female,21 October 2023,Credit Card,0.05,North America,Premium,,,
198,4,Smartwatch,Electronics,802.04,2,31,Female,24 June 2023,PayPal,0.23,Europe,Premium,,,
199,1,Laptop,Electronics,809.8,4,65,Female,08 May 2023,Bank Transfer,0.18,South America,Regular,,,
200,3,Headphones,Accessories,253.09,5,29,Male,27 June 2023,Bank Transfer,0.02,Asia,Regular,,,
201,4,Smartwatch,Electronics,193.71,5,35,Male,23 March 2023,PayPal,0.03,Europe,Premium,,,
202,1,Laptop,Electronics,1013.45,3,29,Female,15 June 2023,Credit Card,0.04,Africa,Premium,,,
203,3,Headphones,Accessories,863.08,4,23,Female,27 December 2023,Debit Card,0.06,North America,Premium,,,
204,3,Headphones,Accessories,494.67,1,40,Female,28 November 2023,Debit Card,0.27,South America,Regular,,,
205,2,Smartphone,Electronics,864.01,4,63,Female,04 June 2023,Debit Card,0.28,Africa,Premium,,,
206,5,Tablet,Electronics,1483.87,5,31,Female,13 December 2023,Credit Card,0.01,Asia,Premium,,,
207,1,Laptop,Electronics,1192.09,1,37,Male,03 August 2023,Bank Transfer,0.1,Africa,Premium,,,
208,1,Laptop,Electronics,202.26,1,34,Male,10 June 2023,Credit Card,0.14,Asia,Regular,,,
209,5,Tablet,Electronics,117.57,3,39,Female,09 February 2023,Bank Transfer,0.08,Asia,Regular,,,
210,5,Tablet,Electronics,521.33,4,60,Female,29 December 2023,Credit Card,0.17,North America,Premium,,,
211,3,Headphones,Accessories,1301.26,1,21,Female,11 January 2023,PayPal,0.03,Asia,Regular,,,
212,2,Smartphone,Electronics,417.28,4,62,Male,04 June 2023,Credit Card,0.22,Africa,Regular,,,
213,1,Laptop,Electronics,597.43,3,61,Female,24 September 2023,PayPal,0.06,North America,Regular,,,
214,4,Smartwatch,Electronics,800.05,4,19,Male,28 October 2023,Bank Transfer,0.07,South America,Premium,,,
215,4,Smartwatch,Electronics,631.06,2,40,Female,10 November 2023,PayPal,0.01,Europe,Premium,,,
216,1,Laptop,Electronics,1276.44,3,38,Male,14 October 2023,Credit Card,0.15,Asia,Regular,,,
217,5,Tablet,Electronics,65.93,1,55,Male,17 October 2023,Bank Transfer,0.2,North America,Regular,,,
218,3,Headphones,Accessories,591.2,1,59,Male,23 September 2023,Debit Card,0.01,Africa,Premium,,,
219,5,Tablet,Electronics,965.15,5,39,Male,06 October 2023,Bank Transfer,0.15,South America,Premium,,,
220,4,Smartwatch,Electronics,480.05,1,22,Male,29 July 2023,Debit Card,0.29,South America,Premium,,,
221,3,Headphones,Accessories,321.98,3,34,Female,23 April 2023,Debit Card,0.25,Europe,Premium,,,
222,3,Headphones,Accessories,813.97,4,48,Male,14 October 2023,Bank Transfer,0.19,North America,Premium,,,
223,1,Laptop,Electronics,623.81,3,38,Male,13 November 2023,Bank Transfer,0.13,Asia,Premium,,,
224,5,Tablet,Electronics,90.53,4,26,Male,29 May 2023,PayPal,0.18,North America,Premium,,,
225,4,Smartwatch,Electronics,901.99,1,21,Male,11 April 2023,Credit Card,0.16,Asia,Regular,,,
226,1,Laptop,Electronics,697.22,2,57,Male,31 August 2023,Credit Card,0.09,Asia,Premium,,,
227,4,Smartwatch,Electronics,793.05,4,63,Male,04 May 2023,Debit Card,0.06,North America,Premium,,,
228,4,Smartwatch,Electronics,952.2,5,25,Male,22 October 2023,Debit Card,0.28,South America,Regular,,,
229,5,Tablet,Electronics,1285.14,5,64,Male,21 August 2023,Debit Card,0.02,South America,Premium,,,
230,3,Headphones,Accessories,1005.58,2,36,Female,11 August 2023,Debit Card,0.02,Europe,Regular,,,
231,4,Smartwatch,Electronics,825.1,3,45,Male,09 February 2023,Debit Card,0.05,Asia,Regular,,,
232,2,Smartphone,Electronics,1476.91,4,58,Female,23 March 2023,Debit Card,0.06,Africa,Regular,,,
233,3,Headphones,Accessories,284.91,2,54,Female,27 December 2023,PayPal,0.23,Africa,Regular,,,
234,1,Laptop,Electronics,477.82,1,65,Female,21 October 2023,Credit Card,0.06,South America,Regular,,,
235,4,Smartwatch,Electronics,324.62,4,61,Female,20 January 2023,PayPal,0.29,Asia,Premium,,,
236,4,Smartwatch,Electronics,290.46,3,52,Female,22 April 2023,Debit Card,0.18,South America,Regular,,,
237,1,Laptop,Electronics,424.48,5,43,Female,21 October 2023,Credit Card,0.07,Africa,Regular,,,
238,3,Headphones,Accessories,58.2,2,48,Male,31 January 2023,PayPal,0.15,Africa,Premium,,,
239,3,Headphones,Accessories,820.39,2,40,Male,12 January 2023,PayPal,0.04,Africa,Regular,,,
240,2,Smartphone,Electronics,612.89,3,62,Male,15 November 2023,Debit Card,0.11,Asia,Premium,,,
241,5,Tablet,Electronics,247.75,3,45,Male,05 May 2023,Debit Card,0.16,Europe,Regular,,,
242,3,Headphones,Accessories,850,3,22,Female,20 October 2023,Debit Card,0.16,Europe,Regular,,,
243,4,Smartwatch,Electronics,1144.18,1,41,Female,20 March 2023,Credit Card,0.21,North America,Premium,,,
244,3,Headphones,Accessories,348.81,2,65,Male,02 February 2023,Debit Card,0.08,Europe,Regular,,,
245,3,Headphones,Accessories,97.52,1,29,Male,11 May 2023,Debit Card,0.17,South America,Regular,,,
246,5,Tablet,Electronics,939.06,3,52,Female,28 November 2023,PayPal,0.01,Asia,Premium,,,
247,5,Tablet,Electronics,935.62,2,52,Male,31 May 2023,Debit Card,0.06,Asia,Premium,,,
248,3,Headphones,Accessories,421.32,3,18,Male,22 April 2023,Credit Card,0.01,Asia,Regular,,,
249,1,Laptop,Electronics,805.07,4,28,Female,15 June 2023,PayPal,0.05,South America,Regular,,,
250,2,Smartphone,Electronics,1413.51,2,49,Male,25 March 2023,Bank Transfer,0.25,Africa,Regular,,,
251,1,Laptop,Electronics,1203.06,3,63,Female,16 May 2023,Bank Transfer,0,Europe,Regular,,,
252,4,Smartwatch,Electronics,634.55,1,21,Male,08 October 2023,PayPal,0,South America,Premium,,,
253,1,Laptop,Electronics,1489.37,3,41,Male,24 December 2023,Debit Card,0.19,Europe,Premium,,,
254,4,Smartwatch,Electronics,1449.93,2,23,Female,22 June 2023,PayPal,0,North America,Premium,,,
255,3,Headphones,Accessories,280.69,5,38,Male,17 January 2023,PayPal,0.13,Asia,Regular,,,
256,4,Smartwatch,Electronics,1465.99,2,36,Female,01 April 2023,PayPal,0.17,North America,Premium,,,
257,4,Smartwatch,Electronics,226.64,2,60,Female,01 September 2023,Credit Card,0.29,Europe,Premium,,,
